indicator_name,indicator_feature_combined
HRC CIF Import Antwerp $/Mt,"HRC CIF Import Antwerp $/Mt_daily_daily_Europe_Platts_Steel, HRC"
HRC Dom Italy,"HRC Dom Italy_daily_daily_Europe_Platts_Steel, HRC"
HRC Dom Ruhr $/Mt,"HRC Dom Ruhr $/Mt_daily_daily_Europe_Platts_HRC, Steel"
HRC Europe Import CIF South Europe Port,"HRC Europe Import CIF South Europe Port_monthly_monthly_Europe_Platts_HRC, Steel"
HRC FOB export Black Sea $/Mt Wkly,"HRC FOB export Black Sea $/Mt Wkly_weekly_weekly_CIS_Platts_HRC, Steel"
HRC Import DDP Houston US$/Mt,"HRC Import DDP Houston US$/Mt_daily_daily_North America_Platts_HRC, Steel"
HRC India Dom Ex-works Mumbai INR/mt,"HRC India Dom Ex-works Mumbai INR/mt_daily_daily_India_Platts_Steel, HRC"
HRC Japan Domestic (Tokyo Steel) FOT Mthly,"HRC Japan Domestic (Tokyo Steel) FOT Mthly_monthly_monthly_JKT_Platts_HRC, Steel"
HRC Mexico Dom Prod Dlvd Wkly $/ton,"HRC Mexico Dom Prod Dlvd Wkly $/ton_weekly_weekly_North America_Platts_Steel, HRC"
HRC Q235B: 4.75*1500*C: market price: Qingdao,"HRC Q235B: 4.75*1500*C: market price: Qingdao_daily_daily_China_Mysteel_HRC, Steel"
HRC Turkey Dom Wkly,"HRC Turkey Dom Wkly_weekly_weekly_Turkey_Platts_HRC, Steel"
HRC US EXW Indiana USD/MT,"HRC US EXW Indiana USD/MT_daily_daily_North America_Platts_Steel, HRC"
"HRC import, cfr Jebel Ali, UAE, $/tonne","HRC import, cfr Jebel Ali, UAE, $/tonne_weekly_weekly_MENA_Fastmarkets_Steel, HRC"
"HRC import, cfr Saudi Arabia, $/tonne","HRC import, cfr Saudi Arabia, $/tonne_weekly_weekly_MENA_Fastmarkets_HRC, Steel"
"HRC import, cfr main ports South America, $/tonne","HRC import, cfr main ports South America, $/tonne_weekly_weekly_South America_Fastmarkets_HRC, Steel"
"HRC index export, fob main port China, $/tonne","HRC index export, fob main port China, $/tonne_daily_daily_China_Fastmarkets_Steel, HRC"
HRC: Inventory at Mills + traders,"HRC: Inventory at Mills + traders_weekly_weekly_China_Mysteel_HRC, Steel"
"Heavy plate 12-40mm export, fob main port India, $/tonne","Heavy plate 12-40mm export, fob main port India, $/tonne_weekly_weekly_India_Fastmarkets_Steel, Plate"
Heavy scrap (heavy A) >= 8mm: market price: Tangshan,"Heavy scrap (heavy A) >= 8mm: market price: Tangshan_daily_daily_China_Mysteel_Metallics, Scrap"
Heavy scrap (heavy B) >= 6mm: market price: Tangshan,"Heavy scrap (heavy B) >= 6mm: market price: Tangshan_daily_daily_China_Mysteel_Scrap, Metallics"
"Home sales, single-family, new, United States","Home sales, single-family, new, United States_quarterly_quarterly_North America_Oxford_Macroeconomic"
Hot Metal: Average Daily Output: 247 Steel Mills: China,"Hot Metal: Average Daily Output: 247 Steel Mills: China_weekly_weekly_China_Mysteel_Metallics, Pig iron"
"House price index, Argentina","House price index, Argentina_quarterly_quarterly_South America_Oxford_Macroeconomic"
"House price index, Brazil","House price index, Brazil_quarterly_quarterly_South America_Oxford_Macroeconomic"
"House price index, Chile","House price index, Chile_quarterly_quarterly_South America_Oxford_Macroeconomic"
"House price index, China","House price index, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"House price index, Eurozone","House price index, Eurozone_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"House price index, France","House price index, France_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"House price index, Germany","House price index, Germany_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"House price index, India","House price index, India_quarterly_quarterly_India_Oxford_Macroeconomic"
"House price index, Indonesia","House price index, Indonesia_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"House price index, Japan","House price index, Japan_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"House price index, Malaysia","House price index, Malaysia_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"House price index, Mexico","House price index, Mexico_quarterly_quarterly_North America_Oxford_Macroeconomic"
"House price index, Philippines","House price index, Philippines_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"House price index, Singapore","House price index, Singapore_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"House price index, South Korea","House price index, South Korea_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"House price index, Taiwan","House price index, Taiwan_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"House price index, Thailand","House price index, Thailand_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"House price index, United Kingdom","House price index, United Kingdom_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"House price index, United States","House price index, United States_quarterly_quarterly_North America_Oxford_Macroeconomic"
ICE LIBOR USD 1 Month,ICE LIBOR USD 1 Month_daily_daily_Europe_Bloomberg_Macroeconomic
ICE LIBOR USD 1 Week **Discontinued,ICE LIBOR USD 1 Week **Discontinued_daily_daily_Europe_Bloomberg_Macroeconomic
ICE LIBOR USD 3 Month,ICE LIBOR USD 3 Month_daily_daily_Europe_Bloomberg_Macroeconomic
ICE LIBOR USD Overnight,ICE LIBOR USD Overnight_daily_daily_Europe_Bloomberg_Macroeconomic
IO fines Fe 58% $/DMt,"IO fines Fe 58% $/DMt_daily_daily_China_Platts_Sinter Fines, Iron Ore"
IO fines Fe 65% $/DMt,"IO fines Fe 65% $/DMt_daily_daily_China_Platts_Sinter Fines, Iron Ore"
IOCJ: 65%Fe: Brand Price: Beilun port,"IOCJ: 65%Fe: Brand Price: Beilun port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Caofeidian port,"IOCJ: 65%Fe: Brand Price: Caofeidian port_daily_daily_China_Mysteel_Sinter Fines, Iron Ore"
IOCJ: 65%Fe: Brand Price: Fangchenggang port,"IOCJ: 65%Fe: Brand Price: Fangchenggang port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Jiangyin port,"IOCJ: 65%Fe: Brand Price: Jiangyin port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Jingtang port,"IOCJ: 65%Fe: Brand Price: Jingtang port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Lianyungang port,"IOCJ: 65%Fe: Brand Price: Lianyungang port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Nantong port,"IOCJ: 65%Fe: Brand Price: Nantong port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IOCJ: 65%Fe: Brand Price: Qingdao port,"IOCJ: 65%Fe: Brand Price: Qingdao port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
IODEX CFR CHINA 62% Fe $/DMt,"IODEX CFR CHINA 62% Fe $/DMt_daily_daily_China_Platts_Sinter Fines, Iron Ore"
ISM Manufacturing PMI SA,ISM Manufacturing PMI SA_monthly_monthly_North America_Bloomberg_Macroeconomic
Ibovespa Brasil Sao Paulo Stock Exchange Index,Ibovespa Brasil Sao Paulo Stock Exchange Index_daily_daily_South America_Bloomberg_Macroeconomic
Ifo Pan Germany Business Expectations,Ifo Pan Germany Business Expectations_monthly_monthly_Europe_Bloomberg_Macroeconomic
Ifo Pan Germany Current Assessment,Ifo Pan Germany Current Assessment_monthly_monthly_Europe_Bloomberg_Macroeconomic
Imported Concentrate: Inventory: 45 ports,"Imported Concentrate: Inventory: 45 ports_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Imported Sintering Fines: Inventory: 64 Steel Mills,"Imported Sintering Fines: Inventory: 64 Steel Mills_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Imported sinter fines daily offtake: 64 Mills,"Imported sinter fines daily offtake: 64 Mills_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
India Eight Core Industries Production of Cement,India Eight Core Industries Production of Cement_monthly_monthly_India_Bloomberg_Macroeconomic
India Index of Industrial Production,India Index of Industrial Production_monthly_monthly_India_Bloomberg_Macroeconomic
India Manufacturing PMI SA,India Manufacturing PMI SA_monthly_monthly_India_Bloomberg_Macroeconomic
India Passenger Vehicle Registrations,India Passenger Vehicle Registrations_monthly_monthly_India_Bloomberg_Macroeconomic
Indian Fines: 58%Fe: Brand Price: Jiangyin port,"Indian Fines: 58%Fe: Brand Price: Jiangyin port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
Indian Fines: 58%Fe: Brand Price: Jingtang port,"Indian Fines: 58%Fe: Brand Price: Jingtang port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
Indian Fines: 58%Fe: Brand Price: Lianyungang port,"Indian Fines: 58%Fe: Brand Price: Lianyungang port_daily_daily_China_Mysteel_Sinter Fines, Iron Ore"
Indian Fines: 58%Fe: Brand Price: Qingdao port,"Indian Fines: 58%Fe: Brand Price: Qingdao port_daily_daily_China_Mysteel_Iron Ore, Sinter Fines"
Indian Fines: 58%Fe: Seaborne Spot Price Index: Qingdao port,"Indian Fines: 58%Fe: Seaborne Spot Price Index: Qingdao port_daily_daily_China_Mysteel_Sinter Fines, Iron Ore"
Indian Pellet:64% Fe: Lianyungang port,"Indian Pellet:64% Fe: Lianyungang port_daily_daily_China_Mysteel_Iron Ore, Pellets"
Indian Pellet:64% Fe: Qingdao port,"Indian Pellet:64% Fe: Qingdao port_daily_daily_China_Mysteel_Pellets, Iron Ore"
Indonesia Industrial/Manufacturing Production Index (2010=100),Indonesia Industrial/Manufacturing Production Index (2010=100)_monthly_monthly_Southeast Asia_Bloomberg_Macroeconomic
Indonesia Manufacturing PMI SA,Indonesia Manufacturing PMI SA_monthly_monthly_Southeast Asia_Bloomberg_Macroeconomic
Industrial Production MENA ex Iraq & Iran,Industrial Production MENA ex Iraq & Iran_monthly_monthly_MENA_Bloomberg_Macroeconomic
"Industrial production index (North American, excluding Mexico), Commodity Prices","Industrial production index (North American, excluding Mexico), Commodity Prices_quarterly_quarterly_North America_Oxford_Macroeconomic"
"Industrial production index , Australia and New Zealand, Commodity Prices","Industrial production inde Australia and New Zealand, Commodity Prices_quarterly_quarterly_Australia_Oxford_Macroeconomic"
"Industrial production index, Argentina","Industrial production index, Argentina_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Brazil","Industrial production index, Brazil_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Chile","Industrial production index, Chile_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, China","Industrial production index, China_quarterly, quarterly_quarterly, quarterly_China, China_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Commodity Prices","Industrial production index, Commodity Prices_quarterly_quarterly_Global_Oxford_Macroeconomic"
"Industrial production index, European Union","Industrial production index, European Union_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Eurozone","Industrial production index, Eurozone_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, France","Industrial production index, France_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Germany","Industrial production index, Germany_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Greater China, China","Industrial production index, Greater China, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"Industrial production index, India","Industrial production index, India_quarterly, quarterly_quarterly, quarterly_India, India_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Indonesia","Industrial production index, Indonesia_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Japan","Industrial production index, Japan_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Latin America including Mexico & Venezuela, Commodity Prices","Industrial production index, Latin America including Mexico & Venezuela, Commodity Prices_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Industrial production index, Malaysia","Industrial production index, Malaysia_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Mexico","Industrial production index, Mexico_quarterly, quarterly_quarterly, quarterly_North America, North America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Philippines","Industrial production index, Philippines_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Singapore","Industrial production index, Singapore_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, South Korea","Industrial production index, South Korea_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Taiwan","Industrial production index, Taiwan_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, Thailand","Industrial production index, Thailand_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, United Kingdom","Industrial production index, United Kingdom_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production index, United States","Industrial production index, United States_quarterly, quarterly_quarterly, quarterly_North America, North America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Industrial production, OECD PPPs, Commodity Prices","Industrial production, OECD PPPs, Commodity Prices_quarterly_quarterly_Global_Oxford_Macroeconomic"
"Inflation, consumer price index - % year-on-year, China","Inflation, consumer price index - % year-on-year, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"Investment, government, real, LCU, Argentina","Investment, government, real, LCU, Argentina_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Investment, government, real, LCU, Brazil","Investment, government, real, LCU, Brazil_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Investment, government, real, LCU, Chile","Investment, government, real, LCU, Chile_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Investment, government, real, LCU, China","Investment, government, real, LCU, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"Investment, government, real, LCU, Eurozone","Investment, government, real, LCU, Eurozone_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Investment, government, real, LCU, France","Investment, government, real, LCU, France_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Investment, government, real, LCU, Germany","Investment, government, real, LCU, Germany_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Investment, government, real, LCU, India","Investment, government, real, LCU, India_quarterly_quarterly_India_Oxford_Macroeconomic"
